map_name,started,item_id,category,name,x,y,z
Miramar,2018-12-06T17:03:22.4730725Z,Item_Head_F_01_Lv2_C,Equipment,Liquid_jeemzz,371074.75,422570.0625,6319.64990234375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Upper_ACOG_01_C,Attachment,NiP_MiracU,380542.90625,319429.21875,12626.599609375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Attach_Weapon_Stock_AR_Composite_C,Attachment,Liquid_Sambty,379913.3125,446625.59375,5706.11962890625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Heal_FirstAid_C,Use,Uniq_Standin,620698.5625,597731.5625,3965.889892578125
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_M16A4_C,Weapon,eU_Vegas,512595.1875,591969.5625,19347.08984375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,eU_Vegas,512599.15625,591966.8125,19347.08984375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Head_F_02_Lv2_C,Equipment,eU_GICE,473826.90625,578684.375,19656.16015625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Ammo_556mm_C,Ammunition,eU_Vegas,512598.1875,591949.5625,19347.08984375
Miramar,2018-12-06T17:03:22.4730725Z,Item_Heal_Bandage_C,Use,eU_PistolaTime,436061.71875,616836.6875,16066.2900390625
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_Grenade_C,Equipment,Uniq_Standin,620695.1875,597632.25,3965.889892578125
Miramar,2018-12-06T17:03:22.4730725Z,Item_Weapon_Grenade_C,Equipment,NV_CAD3N,326623.1875,357293.0625,13805.6396484375
